,팀명,이름,포지션,결과,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,디그_성공률,세트_성공률,리시브_정확률,블로킹_성공률,시즌
0,GS칼텍스,강소휘 (L),L,0,16.25,36.25,15.375,2.5,2.375,41.8775,22.42,17.25,7.125,0.875,1.25,43.3,22.4725,1.125,0.125,0.25,0.125,6.25,26.805,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.125,0.0,2.7425,0.0,0.0,0.0,0.0,0.0,0.0,17.25,8.125,1.375,0.875,42.04625,30.7625,12.0,0.625,1.75,0.1375,12.321250000000001,15.125,12.875,2.25,0.0,3.0375,14.15875,4.75,1.125,0.0,0.25625,2.87875,31.125,13.0,1.5,33.23375,33.27625,6.25,0.25,1.875,2.25,0.125,0.0625,9.657499999999999,0.5,0.0,4.25,75.48551086594564,25.34722222222222,42.416665161485106,4.285714285714286,20-21
1,GS칼텍스,강소휘 (L),L,1,12.318181818181818,27.181818181818183,10.409090909090908,1.3636363636363635,1.9545454545454546,37.79954545454546,20.24409090909091,12.909090909090908,4.045454545454546,0.7272727272727273,1.1363636363636365,32.67909090909091,19.701363636363638,1.2727272727272727,0.7272727272727273,0.0,0.0,43.182272727272725,32.36318181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,1.655909090909091,0.0,0.0,0.0,0.0,0.0,0.0,12.727272727272727,5.636363636363637,0.5454545454545454,0.8181818181818182,40.99045454545455,30.277727272727272,12.227272727272727,0.9545454545454546,1.7272727272727273,0.25045454545454543,13.861818181818181,12.045454545454545,10.5,1.5454545454545454,0.0,2.889090909090909,12.726818181818182,2.590909090909091,0.5,0.045454545454545456,0.165,1.885,22.545454545454547,9.727272727272727,0.6363636363636364,43.42727272727273,31.63090909090909,5.454545454545454,0.9545454545454546,1.8636363636363635,1.6818181818181819,0.09090909090909091,0.2918181818181818,8.739545454545455,0.45454545454545453,0.0,3.8181818181818183,89.09572255291275,20.363408521303256,45.89842582883411,17.970521541950113,20-21
2,GS칼텍스,권민지 (L),L,0,3.25,6.0,2.125,0.5,0.625,34.47625,3.7625,3.375,1.25,0.0,0.375,35.03,4.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.5,0.125,0.125,21.875,15.11625,1.5,0.375,0.375,0.125,12.5,2.9825,8.125,0.5,1.0,0.15625,8.74375,3.0,2.25,0.75,0.0,0.72875,2.8525,1.125,0.375,0.0,0.125,0.6725,0.25,0.0,0.0,0.0,0.27,7.125,0.625,2.5,3.0,0.0,0.25,11.1825,0.875,0.0,1.625,80.20833333333333,29.166666666666664,0.0,7.609577922077922,20-21
3,GS칼텍스,권민지 (L),L,1,5.25,6.833333333333333,3.3333333333333335,0.6666666666666666,0.5,40.574999999999996,4.733333333333333,3.0833333333333335,1.9166666666666667,0.16666666666666666,0.25,52.2225,4.054166666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.25,0.4166666666666667,0.16666666666666666,18.055833333333336,25.4375,1.9166666666666667,1.1666666666666667,0.0,0.08333333333333333,37.36166666666667,4.7700000000000005,9.083333333333334,0.3333333333333333,1.0833333333333333,0.18333333333333335,9.838333333333333,3.4166666666666665,3.1666666666666665,0.25,0.0,0.8941666666666667,3.6633333333333336,1.25,0.5,0.0,0.13833333333333334,0.9183333333333333,0.4166666666666667,0.25,0.0,16.666666666666668,0.6566666666666666,9.0,1.5833333333333333,3.3333333333333335,2.0,0.16666666666666666,0.5791666666666667,14.488333333333335,1.8333333333333333,0.0,1.75,93.55555555555556,29.629629629629626,50.0,20.17872174122174,20-21
4,GS칼텍스,김유리 (C),C,0,2.6,5.8,1.9,0.1,0.4,24.273,3.56,1.1,0.3,0.0,0.0,21.667,1.4540000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,3.3329999999999997,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.6,0.1,0.4,24.151,54.134,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,4.335,2.6,2.1,0.5,0.0,0.74,2.325,0.6,0.2,0.0,0.075,0.355,0.3,0.0,0.1,0.0,0.304,5.8,0.7,2.6,2.1,0.0,0.282,9.407,1.0,0.0,0.4,80.47619047619048,50.0,0.0,10.401234567901234,20-21
5,GS칼텍스,김유리 (C),C,1,3.0526315789473686,5.368421052631579,2.3157894736842106,0.3157894736842105,0.2631578947368421,42.09263157894737,4.237368421052632,0.5789473684210527,0.10526315789473684,0.10526315789473684,0.05263157894736842,7.894736842105263,0.9910526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7894736842105265,2.210526315789474,0.21052631578947367,0.21052631578947367,44.74684210526316,52.63789473684211,0.0,0.0,0.0,0.0,0.0,0.0,5.578947368421052,0.15789473684210525,0.21052631578947367,0.05210526315789474,6.38,2.8947368421052633,2.526315789473684,0.3684210526315789,0.0,0.758421052631579,3.1915789473684213,1.4736842105263157,0.3157894736842105,0.0,0.07684210526315789,1.0952631578947367,0.21052631578947367,0.05263157894736842,0.0,2.6315789473684212,0.2752631578947369,7.578947368421052,0.5789473684210527,3.6842105263157894,2.1578947368421053,0.0,0.1563157894736842,13.391578947368421,1.3157894736842106,0.0,0.47368421052631576,83.1111111111111,18.181818181818183,16.666666666666668,5.501932707815061,20-21
6,GS칼텍스,김지원 (S),S,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0100000000000002,0.6666666666666666,0.6666666666666666,0.0,0.0,0.44333333333333336,0.6333333333333333,3.6666666666666665,1.0,0.0,1.0,2.4133333333333336,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.47,0.0,0.0,0.3333333333333333,100.0,27.27272727272727,0.0,0.0,20-21
7,GS칼텍스,김지원 (S),S,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.2,0.0,3.72,0.2,0.2,0.0,0.0,0.066,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,100.0,0.0,0.0,0.0,20-21
8,GS칼텍스,김해빈 (L),L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8181818181818183,0.0,0.18181818181818182,0.0,3.9872727272727273,0.8181818181818182,0.45454545454545453,0.36363636363636365,0.0,0.2872727272727273,0.7509090909090909,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,9.090909090909092,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,57.142857142857146,0.0,100.0,0.0,20-21
9,GS칼텍스,김해빈 (L),L,1,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.363636363636363,0.18181818181818182,0.4090909090909091,0.0640909090909091,4.911363636363636,0.8636363636363636,0.5909090909090909,0.2727272727272727,0.0,0.1740909090909091,0.8722727272727272,0.2727272727272727,0.045454545454545456,0.0,0.015000000000000001,0.2113636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,65.15151515151514,20.0,0.0,0.0,20-21
10,GS칼텍스,러츠 (R),R,0,32.5,67.2,29.7,4.3,5.7,44.263,41.08,32.6,13.7,2.4,2.1,41.735,41.848,1.2,0.8,0.1,0.1,17.5,14.706,0.0,0.0,0.0,0.0,0.0,0.0,19.5,8.1,1.2,2.7,42.821,94.715,0.0,0.0,0.0,0.0,0.0,0.0,13.9,7.1,0.6,0.8,51.916999999999994,26.594,14.8,1.0,1.5,0.22000000000000003,15.238999999999999,12.5,8.6,3.8,0.1,1.955,11.564,1.8,0.1,0.1,0.02,1.0710000000000002,0.1,0.0,0.0,0.0,0.11599999999999999,11.2,1.8,3.4,3.2,0.2,0.395,17.618000000000002,1.4,0.0,7.6,68.58285913432971,12.5,0.0,18.238095238095237,20-21
11,GS칼텍스,러츠 (R),R,1,27.59090909090909,55.22727272727273,24.318181818181817,2.8181818181818183,4.181818181818182,45.00545454545455,39.99363636363636,27.09090909090909,11.454545454545455,1.5,1.8636363636363635,42.901818181818186,41.245,1.6363636363636365,0.6363636363636364,0.22727272727272727,0.13636363636363635,24.035454545454545,22.009545454545453,0.0,0.0,0.0,0.0,0.0,0.0,15.818181818181818,6.818181818181818,0.7727272727272727,1.6363636363636365,45.408181818181816,94.87227272727273,0.0,0.0,0.0,0.0,0.0,0.0,10.681818181818182,5.409090909090909,0.3181818181818182,0.5454545454545454,53.88772727272727,25.799545454545456,13.727272727272727,0.8636363636363636,1.1363636363636365,0.25181818181818183,15.262727272727272,11.272727272727273,8.636363636363637,2.5,0.13636363636363635,2.2531818181818184,11.971363636363636,1.8181818181818181,0.13636363636363635,0.045454545454545456,0.029545454545454545,1.3613636363636363,0.0,0.0,0.0,0.0,0.0,9.863636363636363,2.409090909090909,3.590909090909091,2.0,0.045454545454545456,0.6377272727272728,16.54090909090909,1.5454545454545454,0.0,5.545454545454546,76.24196510560147,6.944444444444445,0.0,27.080432194068557,20-21
