,팀명,이름,포지션,결과,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,디그_성공률,세트_성공률,리시브_정확률,블로킹_성공률,시즌
0,GS칼텍스,강소휘 (L),L,0,13.3125,32.375,11.875,2.25,2.125,35.22625,20.95125,19.0,6.3125,1.5,0.9375,32.229375,24.11125,0.8125,0.4375,0.0625,0.0,22.916875,19.61375,0.0,0.0,0.0,0.0,0.0,0.0,2.0625,0.5625,0.0,0.3125,20.729375,14.13,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.5625,0.6875,0.875,39.5975,25.6525,9.75,0.9375,1.625,0.26687500000000003,12.0275,12.3125,10.4375,1.875,0.0,2.73,12.43125,3.3125,0.625,0.0,0.175625,2.128125,23.75,9.4375,1.0625,33.28625,27.051875,6.3125,0.5,2.875,1.8125,0.0625,0.144375,9.486875,0.5625,0.0,3.8125,80.58383776311408,17.569444444444443,36.93927489002185,7.881944444444444,18-19
1,GS칼텍스,강소휘 (L),L,1,12.533333333333333,28.4,11.0,1.0,1.7333333333333334,35.18933333333334,21.412666666666667,16.266666666666666,6.133333333333334,0.6,0.8,33.484,24.450666666666667,1.2,0.4,0.0,0.06666666666666667,15.0,27.444666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.1333333333333333,0.6,0.13333333333333333,0.3333333333333333,17.666666666666668,16.932666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.8,3.8666666666666667,0.26666666666666666,0.5333333333333333,44.666000000000004,25.566666666666666,8.6,0.6666666666666666,1.4,0.17666666666666667,9.720666666666666,8.333333333333334,7.333333333333333,0.9333333333333333,0.06666666666666667,2.1726666666666667,8.717333333333332,2.6,0.7333333333333333,0.0,0.19866666666666666,1.79,18.266666666666666,7.666666666666667,0.6666666666666666,40.64266666666666,26.964000000000002,5.2,0.8666666666666667,2.066666666666667,1.2,0.13333333333333333,0.284,8.908,0.4666666666666667,0.0,3.3333333333333335,89.2926332926333,31.547619047619047,43.74401717208623,16.727513227513228,18-19
2,GS칼텍스,김유리 (C),C,0,4.125,8.5625,2.75,0.5,0.625,32.721875,5.3525,1.8125,0.6875,0.0625,0.125,27.158125,2.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,2.083125,0.0,0.0,0.0,0.0,0.0,0.0,6.6875,2.0625,0.375,0.5,31.843125,57.7175,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.1875,0.5,0.037500000000000006,11.539375,4.4375,3.625,0.8125,0.0,1.02875,4.4331249999999995,2.6875,0.5,0.1875,0.119375,1.66875,0.0625,0.0,0.0,0.0,0.063125,13.9375,1.1875,6.6875,3.4375,0.1875,0.270625,19.20625,1.25,0.0,1.5,83.72222222222221,12.777777777777777,0.0,7.608137457881703,18-19
3,GS칼텍스,김유리 (C),C,1,5.4375,9.6875,3.625,0.4375,0.3125,37.43125,7.655,2.1875,0.6875,0.0625,0.125,28.75,3.204375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.125,0.0,7.5,17.708125,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.8125,0.25,0.1875,42.21625,60.710625,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.25,0.4375,0.069375,11.854375000000001,3.5,2.9375,0.5625,0.0,0.78125,3.72625,2.0,0.5625,0.0,0.15125,1.49875,0.125,0.0,0.0,0.0,0.255625,13.75,1.5625,5.6875,3.5,0.0,0.418125,21.42875,1.625,0.0,0.75,77.85714285714286,25.0,0.0,10.353093094269564,18-19
4,GS칼텍스,김채원 (L),L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.272727272727273,0.0,0.09090909090909091,0.0,3.5672727272727274,1.4545454545454546,1.3636363636363635,0.09090909090909091,0.0,0.43727272727272726,1.281818181818182,0.7272727272727273,0.0,0.0,0.0,0.47363636363636363,1.1818181818181819,0.5454545454545454,0.09090909090909091,10.757272727272728,1.3836363636363638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,93.75,0.0,37.916666666666664,0.0,18-19
5,GS칼텍스,김채원 (L),L,1,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.727272727272727,0.09090909090909091,0.45454545454545453,0.09090909090909091,4.347272727272728,1.2727272727272727,1.1818181818181819,0.09090909090909091,0.0,0.7572727272727273,1.4418181818181819,0.45454545454545453,0.18181818181818182,0.0,0.045454545454545456,0.30363636363636365,0.36363636363636365,0.18181818181818182,0.09090909090909091,9.090909090909092,0.4990909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,83.33333333333333,25.0,50.0,0.0,18-19
6,GS칼텍스,김현정 (C),C,0,3.6875,5.375,1.5,0.5,0.25,21.80375,3.6225,1.1875,0.375,0.125,0.125,17.1875,1.50625,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0625,0.0625,0.0625,3.125,41.666875,0.0,0.0,0.0,0.0,0.0,0.0,3.5625,1.0625,0.3125,0.0625,23.689999999999998,33.958125,0.0,0.0,0.0,0.0,0.0,0.0,9.25,0.4375,0.3125,0.12625,11.7225,3.375,2.625,0.75,0.0,0.6687500000000001,3.340625,1.875,0.25,0.0,0.06875,1.18875,0.125,0.0,0.0,0.0,0.16312500000000002,9.1875,1.75,3.25,2.75,0.125,0.500625,14.288125,0.8125,0.0,0.6875,75.66666666666667,16.666666666666664,0.0,20.42534722222222,18-19
7,GS칼텍스,김현정 (C),C,1,3.1538461538461537,5.384615384615385,1.7692307692307692,0.23076923076923078,0.3076923076923077,25.18846153846154,3.9815384615384612,1.8461538461538463,0.6153846153846154,0.0,0.15384615384615385,27.435384615384613,2.5069230769230773,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,0.0,0.0,19.23076923076923,35.89769230769231,0.0,0.0,0.0,0.0,0.0,0.0,2.8461538461538463,0.8461538461538461,0.23076923076923078,0.15384615384615385,25.64076923076923,29.470769230769232,0.07692307692307693,0.0,0.0,0.0,0.0,0.1453846153846154,10.461538461538462,0.0,0.23076923076923078,0.0,12.456923076923077,3.3076923076923075,2.8461538461538463,0.46153846153846156,0.0,0.8461538461538461,3.629230769230769,2.230769230769231,0.38461538461538464,0.0,0.10846153846153847,1.5615384615384615,0.07692307692307693,0.0,0.07692307692307693,0.0,0.1,8.153846153846153,1.3846153846153846,3.3846153846153846,2.1538461538461537,0.15384615384615385,0.3915384615384615,13.896153846153847,1.0,0.0,0.6923076923076923,85.14069264069263,11.19047619047619,0.0,12.276985834678142,18-19
8,GS칼텍스,나현정 (Li),Li,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,23.4,3.2,0.0,5.938,28.339999999999996,10.6,2.2,0.0,0.556,6.63,24.2,10.4,1.8,36.484,28.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.99527975180149,21.372549019607842,43.59943977591036,0.0,18-19
9,GS칼텍스,나현정 (Li),Li,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.142857142857142,23.428571428571427,2.7142857142857144,0.0,6.6499999999999995,31.812857142857144,9.428571428571429,3.4285714285714284,0.14285714285714285,0.9685714285714286,7.151428571428572,16.714285714285715,8.142857142857142,0.7142857142857143,45.83571428571429,27.905714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,89.8186495073916,42.16070479228374,49.380300703277264,0.0,18-19
10,GS칼텍스,문명화 (C),C,0,2.076923076923077,1.9230769230769231,0.46153846153846156,0.15384615384615385,0.0,21.153846153846153,1.16,0.46153846153846156,0.07692307692307693,0.0,0.0,7.6923076923076925,0.5461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4615384615384615,0.38461538461538464,0.15384615384615385,0.0,17.58230769230769,14.082307692307692,0.0,0.0,0.0,0.0,0.0,0.0,6.6923076923076925,0.3076923076923077,0.38461538461538464,0.12307692307692308,7.4653846153846155,2.6923076923076925,2.230769230769231,0.3076923076923077,0.15384615384615385,0.9484615384615385,2.7253846153846153,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693,0.4984615384615385,0.15384615384615385,0.0,0.0,0.0,0.14384615384615385,9.384615384615385,1.3076923076923077,3.4615384615384617,3.3846153846153846,0.0,0.3215384615384615,13.072307692307692,0.7692307692307693,0.0,0.5384615384615384,79.87179487179486,12.5,0.0,9.44142396065473,18-19
